time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol
2019-10-28 22:00:00,9491.8,9425.69,9473.28,744.58,7050877.06,9469.34,direct,
2019-10-28 23:00:00,9513.34,9201.49,9469.34,5864.99,54560161.79,9222.23,direct,
2019-10-29 00:00:00,9306.0,9215.24,9222.23,1044.61,9706341.21,9285.1,direct,
2019-10-29 01:00:00,9317.65,9247.66,9285.1,970.78,9024539.32,9297.76,direct,
2019-10-29 02:00:00,9309.21,9253.13,9297.76,691.65,6437042.14,9277.51,direct,
2019-10-29 03:00:00,9321.13,9259.4,9277.51,664.94,6185835.47,9302.58,direct,
2019-10-29 04:00:00,9468.51,9302.36,9302.58,2339.33,22020551.39,9428.88,direct,
2019-10-29 05:00:00,9565.11,9382.6,9428.88,3626.71,34398716.83,9411.63,direct,
2019-10-29 06:00:00,9486.07,9394.9,9411.63,1233.16,11651498.42,9449.74,direct,
2019-10-29 07:00:00,9499.82,9445.79,9449.74,935.69,8882073.66,9462.55,direct,
2019-10-29 08:00:00,9480.68,9413.48,9462.55,867.96,8196966.03,9441.91,direct,
2019-10-29 09:00:00,9441.92,9374.61,9441.91,1165.99,10990063.47,9398.98,direct,
2019-10-29 10:00:00,9507.18,9397.05,9398.98,1464.18,13886355.34,9471.43,direct,
2019-10-29 11:00:00,9475.62,9405.25,9471.43,986.65,9313991.79,9449.05,direct,
2019-10-29 12:00:00,9488.19,9391.77,9449.05,1276.45,12031783.5,9420.41,direct,
2019-10-29 13:00:00,9441.76,9297.85,9420.41,2564.75,23992056.6,9355.47,direct,
2019-10-29 14:00:00,9387.35,9328.39,9355.47,938.97,8786953.85,9385.44,direct,
2019-10-29 15:00:00,9385.44,9331.86,9385.44,1206.83,11299821.86,9370.15,direct,
2019-10-29 16:00:00,9379.36,9312.97,9370.15,1192.31,11136666.63,9324.36,direct,
2019-10-29 17:00:00,9372.34,9287.29,9324.36,1147.54,10723078.94,9341.65,direct,
2019-10-29 18:00:00,9411.04,9326.0,9341.65,1342.48,12593980.74,9368.14,direct,
2019-10-29 19:00:00,9398.93,9099.36,9368.14,5846.26,53823801.54,9251.86,direct,
2019-10-29 20:00:00,9501.81,9239.0,9251.86,5449.86,51318053.08,9446.72,direct,
2019-10-29 21:00:00,9459.92,9409.82,9446.72,1475.36,13953973.18,9428.11,direct,
2019-10-29 22:00:00,9475.82,9428.04,9428.11,1094.95,10355574.57,9463.74,direct,
2019-10-29 23:00:00,9473.4,9422.84,9463.74,757.03,7163261.34,9432.86,direct,
2019-10-30 00:00:00,9441.8,9293.64,9432.86,2117.75,19835953.84,9369.64,direct,
2019-10-30 01:00:00,9407.26,9292.57,9369.64,1578.62,14790314.04,9398.49,direct,
2019-10-30 02:00:00,9413.72,9306.42,9398.49,694.28,6500862.37,9332.79,direct,
2019-10-30 03:00:00,9336.84,9276.6,9332.79,922.08,8600457.29,9297.45,direct,
2019-10-30 04:00:00,9346.76,9235.48,9297.45,1595.38,14831660.14,9267.06,direct,
2019-10-30 05:00:00,9272.06,9182.0,9267.06,1726.84,15929693.2,9209.6,direct,
2019-10-30 06:00:00,9252.74,9208.46,9209.6,558.74,5164343.85,9241.07,direct,
2019-10-30 07:00:00,9263.22,9173.77,9241.07,1142.99,10560056.88,9175.66,direct,
2019-10-30 08:00:00,9245.59,9175.66,9175.66,1000.88,9225372.06,9209.79,direct,
2019-10-30 09:00:00,9259.05,9207.85,9209.79,460.82,4265156.47,9235.16,direct,
2019-10-30 10:00:00,9235.88,9058.63,9235.16,4529.16,41351175.83,9125.66,direct,
2019-10-30 11:00:00,9129.92,9043.55,9125.66,1824.86,16605542.06,9119.72,direct,
2019-10-30 12:00:00,9182.4,9105.13,9119.72,1407.35,12854337.51,9138.24,direct,
2019-10-30 13:00:00,9149.63,9054.98,9138.24,1369.75,12483509.49,9068.82,direct,
2019-10-30 14:00:00,9148.39,9048.11,9068.82,1693.53,15413154.25,9102.88,direct,
2019-10-30 15:00:00,9140.78,9018.3,9102.88,2750.64,24955029.84,9123.2,direct,
2019-10-30 16:00:00,9172.73,9035.79,9123.2,2127.31,19345784.61,9080.13,direct,
2019-10-30 17:00:00,9153.9,9076.88,9080.13,1110.37,10125884.79,9130.46,direct,
2019-10-30 18:00:00,9169.14,9126.81,9130.46,1179.95,10790180.23,9169.12,direct,
2019-10-30 19:00:00,9223.08,9167.21,9169.12,1336.38,12285242.59,9223.08,direct,
2019-10-30 20:00:00,9237.0,9169.67,9223.08,963.31,8865709.39,9188.32,direct,
2019-10-30 21:00:00,9188.63,9156.53,9188.32,775.07,7114386.21,9157.05,direct,
2019-10-30 22:00:00,9239.85,9156.74,9157.05,905.28,8346942.74,9234.91,direct,
2019-10-30 23:00:00,9238.8,9167.13,9234.91,604.67,5583907.54,9169.86,direct,
2019-10-31 00:00:00,9220.8,9161.73,9169.86,752.89,6935854.87,9162.47,direct,
2019-10-31 01:00:00,9165.44,9078.11,9162.47,1473.28,13425048.36,9078.74,direct,
2019-10-31 02:00:00,9139.82,9074.02,9078.74,488.97,4467091.69,9108.9,direct,
2019-10-31 03:00:00,9153.34,9097.69,9108.9,544.32,4976518.91,9122.81,direct,
2019-10-31 04:00:00,9133.92,9100.67,9122.81,432.6,3952863.02,9101.52,direct,
2019-10-31 05:00:00,9202.45,9094.78,9101.52,913.06,8372217.77,9185.11,direct,
2019-10-31 06:00:00,9231.82,9114.59,9185.11,1257.23,11532236.47,9133.6,direct,
2019-10-31 07:00:00,9135.82,9098.71,9133.6,1020.71,9314417.62,9115.98,direct,
2019-10-31 08:00:00,9152.37,9105.43,9115.98,619.62,5667909.48,9136.31,direct,
2019-10-31 09:00:00,9136.31,9051.87,9136.31,1586.47,14419232.38,9061.71,direct,
2019-10-31 10:00:00,9095.77,8972.0,9061.71,3908.57,35249427.29,9095.77,direct,
2019-10-31 11:00:00,9169.14,9080.99,9095.77,1151.85,10521637.05,9133.11,direct,
2019-10-31 12:00:00,9423.16,9133.11,9133.11,6254.11,58321774.72,9332.93,direct,
2019-10-31 13:00:00,9353.51,9301.73,9332.93,1272.1,11862421.38,9321.45,direct,
2019-10-31 14:00:00,9322.31,9256.76,9321.45,1262.7,11713080.12,9273.09,direct,
2019-10-31 15:00:00,9307.77,9221.11,9273.09,1545.9,14311751.46,9245.73,direct,
2019-10-31 16:00:00,9290.3,9238.75,9245.73,1102.11,10208132.01,9271.89,direct,
2019-10-31 17:00:00,9290.55,9261.55,9271.89,667.08,6189303.97,9279.97,direct,
2019-10-31 18:00:00,9288.13,9232.95,9279.97,879.97,8146497.78,9258.95,direct,
2019-10-31 19:00:00,9277.36,9235.23,9258.95,796.6,7371247.63,9251.18,direct,
2019-10-31 20:00:00,9264.97,9167.29,9251.18,1888.84,17368560.41,9197.68,direct,
2019-10-31 21:00:00,9211.66,9058.59,9197.68,4624.81,42195216.63,9144.69,direct,
2019-10-31 22:00:00,9172.33,9111.66,9144.69,846.99,7746305.3,9136.74,direct,
2019-10-31 23:00:00,9176.94,9128.12,9136.74,601.09,5519650.88,9157.52,direct,
2019-11-01 00:00:00,9166.12,9126.7,9157.52,572.1,5239631.47,9144.37,direct,
2019-11-01 01:00:00,9162.32,9116.19,9144.37,523.44,4788952.79,9119.09,direct,
2019-11-01 02:00:00,9154.36,9088.13,9119.09,947.08,8639361.53,9144.24,direct,
2019-11-01 03:00:00,9144.65,9076.7,9144.24,740.13,6761462.78,9092.83,direct,
2019-11-01 04:00:00,9123.55,9072.62,9092.83,487.22,4440338.69,9110.38,direct,
2019-11-01 05:00:00,9134.58,9104.09,9110.38,345.38,3155296.07,9104.49,direct,
2019-11-01 06:00:00,9161.74,9103.16,9104.49,506.16,4625466.24,9146.14,direct,
2019-11-01 07:00:00,9152.66,9116.06,9146.14,1016.44,9289905.93,9127.65,direct,
2019-11-01 08:00:00,9191.9,9125.48,9127.65,917.22,8409121.84,9170.56,direct,
2019-11-01 09:00:00,9170.56,9123.57,9170.56,533.31,4883476.61,9127.15,direct,
2019-11-01 10:00:00,9205.36,9124.43,9127.15,1222.03,11208455.8,9192.38,direct,
2019-11-01 11:00:00,9308.62,9171.99,9192.38,3229.21,29819821.58,9191.03,direct,
2019-11-01 12:00:00,9238.14,9167.04,9191.03,2131.84,19694795.17,9221.42,direct,
2019-11-01 13:00:00,9248.62,9107.12,9221.42,1874.51,17131498.87,9143.22,direct,
2019-11-01 14:00:00,9159.57,9107.51,9143.22,1516.06,13822730.1,9141.3,direct,
2019-11-01 15:00:00,9262.43,9129.01,9141.3,2639.72,24237622.96,9141.37,direct,
2019-11-01 16:00:00,9198.61,9102.26,9141.37,1977.89,18077793.6,9183.84,direct,
2019-11-01 17:00:00,9217.77,9164.56,9183.84,944.8,8686041.37,9191.15,direct,
2019-11-01 18:00:00,9224.12,9173.44,9191.15,833.98,7674327.25,9211.34,direct,
2019-11-01 19:00:00,9236.95,9187.14,9211.34,638.06,5880521.8,9201.33,direct,
2019-11-01 20:00:00,9232.27,9200.34,9201.33,713.84,6580540.63,9224.78,direct,
2019-11-01 21:00:00,9297.35,9210.27,9224.78,1361.8,12601272.54,9284.41,direct,
2019-11-01 22:00:00,9308.62,9225.63,9284.41,1012.58,9382977.1,9226.07,direct,
2019-11-01 23:00:00,9277.94,9224.27,9226.07,680.61,6329341.81,9260.59,direct,
2019-11-02 00:00:00,9305.58,9254.69,9260.59,780.15,7262956.93,9277.15,direct,
2019-11-02 01:00:00,9307.19,9261.06,9277.15,565.99,5268866.86,9261.98,direct,
2019-11-02 02:00:00,9289.89,9246.39,9261.98,483.07,4495733.37,9289.89,direct,
2019-11-02 03:00:00,9290.17,9266.17,9289.89,446.51,4181265.08,9274.69,direct,
2019-11-02 04:00:00,9286.91,9236.13,9274.69,384.79,3561199.65,9243.34,direct,
2019-11-02 05:00:00,9267.37,9229.39,9243.34,444.79,4147170.63,9246.23,direct,
2019-11-02 06:00:00,9265.38,9226.08,9246.23,862.66,8002834.47,9243.77,direct,
2019-11-02 07:00:00,9261.49,9225.92,9243.77,325.19,3030160.0,9241.18,direct,
2019-11-02 08:00:00,9275.15,9223.46,9241.18,398.79,3695666.61,9245.79,direct,
2019-11-02 09:00:00,9260.4,9235.57,9245.79,303.12,2842181.71,9239.55,direct,
2019-11-02 10:00:00,9260.98,9238.31,9239.55,293.88,2734684.81,9256.35,direct,
2019-11-02 11:00:00,9296.79,9256.35,9256.35,836.44,7778285.44,9277.81,direct,
2019-11-02 12:00:00,9387.66,9255.83,9277.81,2805.92,26133707.48,9354.12,direct,
2019-11-02 13:00:00,9400.44,9332.87,9354.12,1188.75,11147210.59,9391.72,direct,
2019-11-02 14:00:00,9393.37,9350.99,9391.72,845.39,7929101.28,9351.0,direct,
2019-11-02 15:00:00,9363.83,9324.96,9351.0,852.47,7956570.55,9356.48,direct,
2019-11-02 16:00:00,9376.27,9331.6,9356.48,740.43,6934432.63,9356.45,direct,
2019-11-02 17:00:00,9376.51,9309.27,9356.45,1470.01,13734998.89,9334.11,direct,
2019-11-02 18:00:00,9341.33,9304.13,9334.11,728.5,6790131.23,9323.08,direct,
2019-11-02 19:00:00,9359.17,9296.64,9323.08,541.36,5054956.44,9359.17,direct,
2019-11-02 20:00:00,9362.4,9314.96,9359.17,376.29,3515796.59,9338.66,direct,
2019-11-02 21:00:00,9341.39,9310.43,9338.66,431.62,4035392.46,9313.75,direct,
2019-11-02 22:00:00,9346.03,9312.24,9313.75,406.9,3811909.22,9314.84,direct,
2019-11-02 23:00:00,9347.37,9307.81,9314.84,622.43,5802116.71,9311.99,direct,
2019-11-03 00:00:00,9376.55,9311.99,9311.99,586.59,5490024.6,9354.48,direct,
2019-11-03 01:00:00,9363.65,9331.91,9354.48,332.87,3121997.88,9351.0,direct,
2019-11-03 02:00:00,9396.1,9343.76,9351.0,555.24,5210177.38,9395.98,direct,
2019-11-03 03:00:00,9395.98,9348.37,9395.98,300.14,2813790.59,9364.63,direct,
2019-11-03 04:00:00,9374.39,9284.68,9364.63,867.79,8079257.37,9298.62,direct,
2019-11-03 05:00:00,9306.02,9278.07,9298.62,377.06,3515399.11,9288.57,direct,
2019-11-03 06:00:00,9328.56,9284.66,9288.57,189.63,1773884.07,9310.24,direct,
2019-11-03 07:00:00,9310.56,9273.41,9310.24,266.27,2504122.95,9273.91,direct,
2019-11-03 08:00:00,9281.89,9233.12,9273.91,831.87,7692407.62,9247.97,direct,
2019-11-03 09:00:00,9277.61,9238.25,9247.97,410.41,3824192.12,9250.52,direct,
2019-11-03 10:00:00,9257.13,9147.61,9250.52,1995.24,18312347.94,9175.4,direct,
2019-11-03 11:00:00,9208.33,9159.59,9175.4,456.82,4203913.95,9187.46,direct,
2019-11-03 12:00:00,9202.56,9139.93,9187.46,726.0,6671056.44,9185.61,direct,
2019-11-03 13:00:00,9214.78,9169.55,9185.61,448.56,4122685.37,9213.87,direct,
2019-11-03 14:00:00,9226.09,9171.63,9213.87,493.64,4582314.87,9187.67,direct,
2019-11-03 15:00:00,9231.0,9172.48,9187.67,621.58,5738621.76,9231.0,direct,
2019-11-03 16:00:00,9231.72,9176.56,9231.0,580.91,5356038.11,9182.51,direct,
2019-11-03 17:00:00,9212.0,9136.39,9182.51,851.79,7800203.69,9197.22,direct,
2019-11-03 18:00:00,9200.06,9151.32,9197.22,477.25,4383018.06,9187.52,direct,
2019-11-03 19:00:00,9213.87,9153.87,9187.52,359.6,3303182.26,9182.01,direct,
2019-11-03 20:00:00,9195.99,9168.15,9182.01,368.49,3379964.12,9186.11,direct,
2019-11-03 21:00:00,9186.11,9108.22,9186.11,2069.86,18897401.24,9169.59,direct,
2019-11-03 22:00:00,9240.57,9167.13,9169.59,895.98,8261806.29,9237.15,direct,
2019-11-03 23:00:00,9254.8,9213.34,9237.15,606.72,5624953.18,9221.61,direct,
2019-11-04 00:00:00,9244.98,9186.63,9221.61,471.65,4352398.77,9192.9,direct,
2019-11-04 01:00:00,9198.39,9166.55,9192.9,435.89,4024454.81,9180.16,direct,
2019-11-04 02:00:00,9217.82,9170.73,9180.16,456.41,4244460.42,9172.11,direct,
2019-11-04 03:00:00,9204.58,9163.27,9172.11,482.88,4454678.32,9173.4,direct,
2019-11-04 04:00:00,9194.69,9141.0,9173.4,573.07,5261794.41,9172.99,direct,
2019-11-04 05:00:00,9195.57,9165.39,9172.99,348.31,3203724.12,9169.43,direct,
2019-11-04 06:00:00,9210.94,9159.0,9169.43,391.28,3607392.55,9196.41,direct,
2019-11-04 07:00:00,9239.71,9193.47,9196.41,544.27,5019069.36,9206.31,direct,
2019-11-04 08:00:00,9230.28,9165.17,9206.31,427.82,3959040.05,9193.93,direct,
2019-11-04 09:00:00,9218.65,9175.14,9193.93,424.57,3912916.76,9187.09,direct,
2019-11-04 10:00:00,9249.97,9187.07,9187.09,652.89,6032377.79,9219.61,direct,
2019-11-04 11:00:00,9304.96,9219.61,9219.61,1626.1,15082834.11,9297.89,direct,
2019-11-04 12:00:00,9319.64,9262.52,9297.89,1023.29,9507814.23,9271.67,direct,
2019-11-04 13:00:00,9297.23,9264.67,9271.67,463.8,4303430.53,9284.48,direct,
2019-11-04 14:00:00,9358.59,9272.82,9284.48,1791.34,16676820.44,9339.11,direct,
2019-11-04 15:00:00,9350.78,9298.33,9339.11,1757.26,16367113.43,9333.59,direct,
2019-11-04 16:00:00,9361.62,9312.87,9333.59,1244.89,11620847.03,9324.42,direct,
2019-11-04 17:00:00,9352.29,9322.96,9324.42,726.25,6781046.66,9350.32,direct,
2019-11-04 18:00:00,9351.74,9284.43,9350.32,1020.75,9509992.16,9285.54,direct,
2019-11-04 19:00:00,9306.28,9276.47,9285.54,803.65,7471020.17,9297.73,direct,
2019-11-04 20:00:00,9578.74,9297.73,9297.73,9137.96,86760835.76,9488.81,direct,
2019-11-04 21:00:00,9500.64,9450.05,9488.81,1819.05,17240433.81,9450.27,direct,
2019-11-04 22:00:00,9458.74,9386.34,9450.27,1819.85,17158833.61,9400.18,direct,
2019-11-04 23:00:00,9445.23,9396.33,9400.18,991.88,9370372.39,9421.54,direct,
2019-11-05 00:00:00,9434.59,9390.35,9421.54,670.29,6304829.69,9406.42,direct,
2019-11-05 01:00:00,9484.94,9405.24,9406.42,1002.31,9478955.21,9466.68,direct,
2019-11-05 02:00:00,9495.36,9449.39,9466.68,1171.86,11109750.32,9466.12,direct,
2019-11-05 03:00:00,9467.86,9427.32,9466.12,637.25,6022499.62,9439.08,direct,
2019-11-05 04:00:00,9441.72,9391.71,9439.08,741.92,6986273.37,9400.49,direct,
2019-11-05 05:00:00,9431.68,9399.33,9400.49,510.49,4813061.41,9408.33,direct,
2019-11-05 06:00:00,9409.36,9320.32,9408.33,1697.94,15890571.99,9326.81,direct,
2019-11-05 07:00:00,9326.81,9196.64,9326.81,2919.18,26933834.33,9238.79,direct,
2019-11-05 08:00:00,9276.33,9220.06,9238.79,719.77,6664438.64,9259.63,direct,
2019-11-05 09:00:00,9336.07,9254.03,9259.63,725.56,6757218.05,9305.32,direct,
2019-11-05 10:00:00,9317.95,9283.42,9305.32,838.98,7811191.53,9295.71,direct,
2019-11-05 11:00:00,9315.33,9287.78,9295.71,560.4,5228251.93,9299.88,direct,
2019-11-05 12:00:00,9341.8,9293.83,9299.88,838.2,7832710.63,9313.51,direct,
2019-11-05 13:00:00,9328.9,9246.31,9313.51,1047.81,9729495.87,9256.19,direct,
2019-11-05 14:00:00,9386.47,9254.29,9256.19,1507.22,14063077.29,9355.64,direct,
2019-11-05 15:00:00,9400.59,9342.84,9355.64,1072.43,10058245.81,9391.51,direct,
2019-11-05 16:00:00,9403.75,9287.37,9391.51,1471.11,13734567.23,9357.42,direct,
2019-11-05 17:00:00,9390.93,9345.31,9357.42,823.84,7729713.85,9360.89,direct,
2019-11-05 18:00:00,9379.88,9348.24,9360.89,716.2,6719487.91,9353.42,direct,
2019-11-05 19:00:00,9418.31,9352.09,9353.42,864.73,8118910.16,9413.36,direct,
2019-11-05 20:00:00,9441.39,9336.99,9413.36,1313.16,12308138.07,9367.35,direct,
2019-11-05 21:00:00,9407.45,9357.67,9367.35,649.04,6095760.05,9359.59,direct,
